					Tag Details
Studbook	Year	Vinyl Tag ID	Tag Color	Shapes/Patterns on tag	L-tag color	R- tag color	L-wing transmitter	R-wing transmitter	Data source	Notes	Bio data compiled?	Notes2
167	2013	67	Red	None	No tag	Red	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
167	2013	67	Red	None	No tag	Red	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2006	68	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2006	68	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2007	68	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2007	68	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2008	68	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2008	68	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2009	68	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2009	68	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2010	68	Red	1 dot	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2010	68	Red	1 dot	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2011	68	Red	1 dot	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2011	68	Red	1 dot	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2012	68	Red	1 dot	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2012	68	Red	1 dot	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2013	68	Red	1 dot	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
168	2013	68	Red	1 dot	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2006	71	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2006	71	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2007	71	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2007	71	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2008	71	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2008	71	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2009	71	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2009	71	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2010	71	Red	None	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2010	71	Red	None	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2011	71	Red	None	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2011	71	Red	None	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2012	71	Red	None	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2012	71	Red	None	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2013	71	Red	None	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
171	2013	71	Red	None	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
180	2006	80	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2006	80	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2007	80	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2007	80	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2008	80	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2008	80	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2009	80	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2009	80	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2010	80	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2010	80	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2011	80	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2011	80	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2012	80	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2012	80	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2013	80	Red	None	Red	No tag	None	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
180	2013	80	Red	None	Red	No tag	None	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
190	2006	90	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2006	90	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2007	90	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2007	90	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2008	90	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2008	90	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2009	90	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2009	90	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2010	90	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2010	90	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2011	90	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2011	90	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2012	90	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2012	90	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2013	90	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
190	2013	90	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
192	2006	92	Yellow	1 dot	Yellow	Yellow	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2006	92	Yellow	1 dot	Yellow	Yellow	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2007	92	Yellow	1 dot	Yellow	Yellow	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2007	92	Yellow	1 dot	Yellow	Yellow	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2008	92	Yellow	1 dot	Yellow	Yellow	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2008	92	Yellow	1 dot	Yellow	Yellow	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2009	92	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2009	92	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2010	92	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2010	92	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2011	92	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2011	92	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2012	92	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2012	92	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2013	92	Red	None	Red	No tag	GPS	None	Socal	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
192	2013	92	Red	None	Red	No tag	GPS	None	VWS	Mostly Socal bird, forays to north possible, so listed at both sites	Yes
194	2006	94	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2006	94	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2007	94	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2007	94	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2008	94	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2008	94	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2009	94	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2009	94	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2010	94	Red	None	Red	Red	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2010	94	Red	None	Red	Red	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2011	94	Red	None	Red	Red	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2011	94	Red	None	Red	Red	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2012	94	Red	None	Red	Red	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2012	94	Red	None	Red	Red	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2013	94	Red	None	Red	Red	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
194	2013	94	Red	None	Red	Red	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2006	99	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2006	99	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2007	99	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2007	99	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2008	99	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2008	99	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2009	99	Black	1 dot	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2009	99	Black	1 dot	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2010	99	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2010	99	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2011	99	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2011	99	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2012	99	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2012	99	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2013	99	Red	None	Red	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
199	2013	99	Red	None	Red	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2006	4	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2006	4	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2007	4	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2007	4	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2008	4	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2008	4	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2009	4	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2009	4	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2010	4	Yellow	None	Yellow	Yellow	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2010	4	Yellow	None	Yellow	Yellow	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2011	4	Yellow	None	Yellow	Yellow	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2011	4	Yellow	None	Yellow	Yellow	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2012	4	Yellow	None	Yellow	Yellow	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
204	2012	4	Yellow	None	Yellow	Yellow	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
206	2008	6	Yellow	2 dots	No tag	Yellow	None	None	Socal		Yes
206	2009	6	Yellow	None	Yellow	No tag	None	None	Socal		Yes
206	2010	6	Yellow	None	Yellow	No tag	None	None	Socal		Yes
206	2011	6	Yellow	None	Yellow	No tag	None	None	Socal		Yes
206	2012	6	Yellow	None	Yellow	No tag	None	None	Socal		Yes
206	2013	6	Yellow	None	Yellow	No tag	None	None	Socal		Yes
208	2006	8	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2006	8	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2007	8	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2007	8	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2008	8	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2008	8	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2009	8	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2009	8	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2010	8	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2010	8	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2011	8	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2011	8	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2012	8	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2012	8	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2013	8	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
208	2013	8	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2006	9	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2006	9	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2007	9	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2007	9	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2008	9	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2008	9	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2009	9	Black	2 dots	NA	NA	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2009	9	Black	2 dots	NA	NA	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2010	9	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2010	9	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2011	9	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2011	9	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2012	9	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2012	9	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2013	9	Yellow	None	Yellow	No tag	NA	NA	Socal	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
209	2013	9	Yellow	None	Yellow	No tag	NA	NA	VWS	Mostly VWS bird but rare forays to Socal possible so listed in both 	Yes
213	2008	13	Yellow	2 dots	Yellow	No tag	GPS	None	Socal		Yes
213	2009	13	Yellow	None	Yellow	No tag	None	None	Socal		Yes
213	2010	13	Yellow	None	Yellow	No tag	None	None	Socal		Yes
213	2011	13	Yellow	None	Yellow	No tag	None	None	Socal		Yes
214	2008	14	Yellow	2 dots	Yellow	Yellow	GPS	None	Socal		Yes
214	2009	14	Yellow	None	Yellow	No tag	None	None	Socal		Yes
214	2010	14	Yellow	None	No tag	Yellow	None	GPS	Socal		Yes
214	2011	14	Yellow	None	No tag	Yellow	None	GPS	Socal		Yes
216	2008	16	Yellow	2 dots	Yellow	Yellow	None	None	Socal		Yes
